date,store_nbr,family,onpromotion,sales
2017-06-28,39,BOOKS,0,0.0
2017-06-28,39,BREAD/BAKERY,7,669.0
2017-06-28,39,CELEBRATION,0,2.0
2017-06-28,39,CLEANING,55,929.0
2017-06-28,39,DAIRY,142,679.0
2017-06-28,39,DELI,1,192.534
2017-06-28,39,EGGS,0,138.0
2017-06-28,39,FROZEN FOODS,0,68.0
2017-06-28,39,GROCERY I,84,3517.188
2017-06-28,39,GROCERY II,0,29.0
2017-06-28,39,HARDWARE,0,0.0
2017-06-28,39,HOME AND KITCHEN I,1,10.0
2017-06-28,39,HOME AND KITCHEN II,0,8.0
2017-06-28,39,HOME APPLIANCES,0,0.0
2017-06-28,39,HOME CARE,23,302.0
2017-06-28,39,LADIESWEAR,0,2.0
2017-06-28,39,LAWN AND GARDEN,0,12.0
2017-06-28,39,LINGERIE,0,3.0
2017-06-28,39,"LIQUOR,WINE,BEER",2,140.0
2017-06-28,39,MAGAZINES,0,0.0
2017-06-28,39,MEATS,1,147.30501
2017-06-28,39,PERSONAL CARE,11,247.0
2017-06-28,39,PET SUPPLIES,0,3.0
2017-06-28,39,PLAYERS AND ELECTRONICS,0,7.0
2017-06-28,39,POULTRY,0,169.11499
2017-06-28,39,PREPARED FOODS,1,69.832
2017-06-28,39,PRODUCE,8,1306.795
2017-06-28,39,SCHOOL AND OFFICE SUPPLIES,0,1.0
2017-06-28,39,SEAFOOD,0,10.0529995
2017-06-28,4,AUTOMOTIVE,0,3.0
2017-06-28,4,BABY CARE,0,0.0
2017-06-28,4,BEAUTY,1,3.0
2017-06-28,4,BEVERAGES,29,2268.0
2017-06-28,4,BOOKS,0,0.0
2017-06-28,4,BREAD/BAKERY,7,341.681
2017-06-28,4,CELEBRATION,0,2.0
2017-06-28,4,CLEANING,52,859.0
2017-06-28,4,DAIRY,26,823.0
2017-06-28,4,DELI,2,161.943
2017-06-28,4,EGGS,0,127.0
2017-06-28,4,FROZEN FOODS,0,90.449
2017-06-28,4,GROCERY I,54,3213.0
2017-06-28,4,GROCERY II,0,20.0
2017-06-28,4,HARDWARE,0,3.0
2017-06-28,4,HOME AND KITCHEN I,2,17.0
2017-06-28,4,HOME AND KITCHEN II,0,12.0
2017-06-28,4,HOME APPLIANCES,0,0.0
2017-06-28,4,HOME CARE,10,197.0
2017-06-28,4,LADIESWEAR,0,11.0
2017-06-28,4,LAWN AND GARDEN,4,19.0
2017-06-28,4,LINGERIE,0,2.0
2017-06-28,4,"LIQUOR,WINE,BEER",0,39.0
2017-06-28,4,MAGAZINES,0,3.0
2017-06-28,4,MEATS,3,558.838
2017-06-28,4,PERSONAL CARE,9,188.0
2017-06-28,4,PET SUPPLIES,0,4.0
2017-06-28,4,PLAYERS AND ELECTRONICS,0,4.0
2017-06-28,4,POULTRY,0,296.275
2017-06-28,4,PREPARED FOODS,0,43.577
2017-06-28,4,PRODUCE,196,3068.049
2017-06-28,4,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-06-28,4,SEAFOOD,0,30.295
2017-06-28,40,AUTOMOTIVE,0,2.0
2017-06-28,40,BABY CARE,0,0.0
2017-06-28,40,BEAUTY,2,2.0
2017-06-28,40,BEVERAGES,32,2706.0
2017-06-28,40,BOOKS,0,0.0
2017-06-28,40,BREAD/BAKERY,5,311.0
2017-06-28,40,CELEBRATION,0,4.0
2017-06-28,40,CLEANING,43,1281.0
2017-06-28,40,DAIRY,118,853.0
2017-06-28,40,DELI,1,254.0
2017-06-28,40,EGGS,0,214.0
2017-06-28,40,FROZEN FOODS,0,65.0
2017-06-28,40,GROCERY I,76,4302.0
2017-06-28,40,GROCERY II,0,4.0
2017-06-28,40,HARDWARE,0,0.0
2017-06-28,40,HOME AND KITCHEN I,8,49.0
2017-06-28,40,HOME AND KITCHEN II,1,30.0
2017-06-28,40,HOME APPLIANCES,0,0.0
2017-06-28,40,HOME CARE,24,351.0
2017-06-28,40,LADIESWEAR,0,0.0
2017-06-28,40,LAWN AND GARDEN,0,0.0
2017-06-28,40,LINGERIE,0,6.0
2017-06-28,40,"LIQUOR,WINE,BEER",1,19.0
2017-06-28,40,MAGAZINES,0,1.0
2017-06-28,40,MEATS,1,155.826
2017-06-28,40,PERSONAL CARE,10,285.0
2017-06-28,40,PET SUPPLIES,0,5.0
2017-06-28,40,PLAYERS AND ELECTRONICS,0,6.0
2017-06-28,40,POULTRY,0,215.75099
2017-06-28,40,PREPARED FOODS,1,53.0
2017-06-28,40,PRODUCE,4,962.371
2017-06-28,40,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-06-28,40,SEAFOOD,0,6.0
2017-06-28,41,AUTOMOTIVE,0,5.0
2017-06-28,41,BABY CARE,0,0.0
2017-06-28,41,BEAUTY,1,4.0
2017-06-28,41,BEVERAGES,31,1774.0
2017-06-28,41,BOOKS,0,0.0
2017-06-28,41,BREAD/BAKERY,7,516.632
2017-06-28,41,CELEBRATION,0,5.0
2017-06-28,41,CLEANING,49,1012.0
2017-06-28,41,DAIRY,24,684.0
2017-06-28,41,DELI,2,215.724
2017-06-28,41,EGGS,0,107.0
2017-06-28,41,FROZEN FOODS,0,90.0
2017-06-28,41,GROCERY I,58,3203.0
2017-06-28,41,GROCERY II,0,42.0
2017-06-28,41,HARDWARE,0,0.0
2017-06-28,41,HOME AND KITCHEN I,4,25.0
2017-06-28,41,HOME AND KITCHEN II,1,35.0
2017-06-28,41,HOME APPLIANCES,0,0.0
2017-06-28,41,HOME CARE,14,209.0
2017-06-28,41,LADIESWEAR,0,8.0
2017-06-28,41,LAWN AND GARDEN,5,38.0
2017-06-28,41,LINGERIE,0,9.0
2017-06-28,41,"LIQUOR,WINE,BEER",1,60.0
2017-06-28,41,MAGAZINES,0,8.0
2017-06-28,41,MEATS,0,194.554
2017-06-28,41,PERSONAL CARE,4,207.0
2017-06-28,41,PET SUPPLIES,0,18.0
2017-06-28,41,PLAYERS AND ELECTRONICS,0,3.0
2017-06-28,41,POULTRY,0,173.658
2017-06-28,41,PREPARED FOODS,0,64.093
2017-06-28,41,PRODUCE,190,2928.503
2017-06-28,41,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-06-28,41,SEAFOOD,0,8.326
2017-06-28,42,AUTOMOTIVE,0,3.0
2017-06-28,42,BABY CARE,0,0.0
2017-06-28,42,BEAUTY,1,3.0
2017-06-28,42,BEVERAGES,25,2301.0
2017-06-28,42,BOOKS,0,0.0
2017-06-28,42,BREAD/BAKERY,5,447.57
2017-06-28,42,CELEBRATION,0,13.0
2017-06-28,42,CLEANING,45,804.0
2017-06-28,42,DAIRY,25,812.0
2017-06-28,42,DELI,2,173.764
2017-06-28,42,EGGS,0,133.0
2017-06-28,42,FROZEN FOODS,0,82.934
2017-06-28,42,GROCERY I,55,3089.0
2017-06-28,42,GROCERY II,0,12.0
2017-06-28,42,HARDWARE,0,0.0
2017-06-28,42,HOME AND KITCHEN I,0,15.0
2017-06-28,42,HOME AND KITCHEN II,1,8.0
2017-06-28,42,HOME APPLIANCES,0,0.0
2017-06-28,42,HOME CARE,14,184.0
2017-06-28,42,LADIESWEAR,0,27.0
2017-06-28,42,LAWN AND GARDEN,7,45.0
2017-06-28,42,LINGERIE,0,10.0
2017-06-28,42,"LIQUOR,WINE,BEER",1,58.0
2017-06-28,42,MAGAZINES,0,9.0
2017-06-28,42,MEATS,1,190.408
2017-06-28,42,PERSONAL CARE,6,181.0
2017-06-28,42,PET SUPPLIES,0,7.0
2017-06-28,42,PLAYERS AND ELECTRONICS,0,8.0
2017-06-28,42,POULTRY,1,280.759
2017-06-28,42,PREPARED FOODS,0,62.996002
2017-06-28,42,PRODUCE,202,3595.902
2017-06-28,42,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-06-28,42,SEAFOOD,0,24.568
2017-06-28,43,AUTOMOTIVE,0,4.0
2017-06-28,43,BABY CARE,0,0.0
2017-06-28,43,BEAUTY,3,5.0
2017-06-28,43,BEVERAGES,33,5751.0
2017-06-28,43,BOOKS,0,0.0
2017-06-28,43,BREAD/BAKERY,6,479.0
2017-06-28,43,CELEBRATION,0,4.0
2017-06-28,43,CLEANING,48,1099.0
2017-06-28,43,DAIRY,122,527.0
2017-06-28,43,DELI,0,230.091
2017-06-28,43,EGGS,0,239.0
2017-06-28,43,FROZEN FOODS,0,44.0
2017-06-28,43,GROCERY I,74,4000.094
2017-06-28,43,GROCERY II,0,10.0
2017-06-28,43,HARDWARE,0,0.0
2017-06-28,43,HOME AND KITCHEN I,0,9.0
2017-06-28,43,HOME AND KITCHEN II,1,18.0
2017-06-28,43,HOME APPLIANCES,0,0.0
2017-06-28,43,HOME CARE,21,244.0
2017-06-28,43,LADIESWEAR,0,0.0
2017-06-28,43,LAWN AND GARDEN,0,6.0
2017-06-28,43,LINGERIE,0,0.0
2017-06-28,43,"LIQUOR,WINE,BEER",1,21.0
2017-06-28,43,MAGAZINES,0,1.0
2017-06-28,43,MEATS,1,193.14
2017-06-28,43,PERSONAL CARE,7,259.0
2017-06-28,43,PET SUPPLIES,0,5.0
2017-06-28,43,PLAYERS AND ELECTRONICS,0,0.0
2017-06-28,43,POULTRY,0,273.09302
2017-06-28,43,PREPARED FOODS,1,119.237
2017-06-28,43,PRODUCE,4,1044.515
2017-06-28,43,SCHOOL AND OFFICE SUPPLIES,0,9.0
2017-06-28,43,SEAFOOD,0,0.0
2017-06-28,44,AUTOMOTIVE,2,17.0
2017-06-28,44,BABY CARE,0,0.0
2017-06-28,44,BEAUTY,1,14.0
2017-06-28,44,BEVERAGES,33,8096.0
2017-06-28,44,BOOKS,0,0.0
2017-06-28,44,BREAD/BAKERY,6,1654.161
2017-06-28,44,CELEBRATION,0,32.0
2017-06-28,44,CLEANING,55,2822.0
2017-06-28,44,DAIRY,25,2365.0
2017-06-28,44,DELI,1,418.007
2017-06-28,44,EGGS,0,564.0
2017-06-28,44,FROZEN FOODS,0,439.454
2017-06-28,44,GROCERY I,79,8565.0
2017-06-28,44,GROCERY II,1,140.0
2017-06-28,44,HARDWARE,0,4.0
2017-06-28,44,HOME AND KITCHEN I,8,94.0
2017-06-28,44,HOME AND KITCHEN II,2,101.0
2017-06-28,44,HOME APPLIANCES,0,2.0
2017-06-28,44,HOME CARE,15,682.0
2017-06-28,44,LADIESWEAR,0,31.0
2017-06-28,44,LAWN AND GARDEN,3,13.0
2017-06-28,44,LINGERIE,0,8.0
2017-06-28,44,"LIQUOR,WINE,BEER",3,220.0
2017-06-28,44,MAGAZINES,0,13.0
2017-06-28,44,MEATS,0,658.43
2017-06-28,44,PERSONAL CARE,8,416.0
2017-06-28,44,PET SUPPLIES,1,47.0
2017-06-28,44,PLAYERS AND ELECTRONICS,0,33.0
2017-06-28,44,POULTRY,1,976.598
2017-06-28,44,PREPARED FOODS,0,350.034
2017-06-28,44,PRODUCE,236,12995.511
2017-06-28,44,SCHOOL AND OFFICE SUPPLIES,0,6.0
2017-06-28,44,SEAFOOD,0,81.059
2017-06-28,45,AUTOMOTIVE,1,11.0
2017-06-28,45,BABY CARE,0,0.0
2017-06-28,45,BEAUTY,1,6.0
2017-06-28,45,BEVERAGES,34,6765.0
2017-06-28,45,BOOKS,0,0.0
2017-06-28,45,BREAD/BAKERY,6,1085.971
2017-06-28,45,CELEBRATION,0,45.0
2017-06-28,45,CLEANING,60,2370.0
2017-06-28,45,DAIRY,29,1961.0
2017-06-28,45,DELI,1,537.665
2017-06-28,45,EGGS,0,268.0
2017-06-28,45,FROZEN FOODS,1,188.0
2017-06-28,45,GROCERY I,73,9258.0
2017-06-28,45,GROCERY II,1,85.0
2017-06-28,45,HARDWARE,0,3.0
2017-06-28,45,HOME AND KITCHEN I,8,60.0
2017-06-28,45,HOME AND KITCHEN II,2,61.0
2017-06-28,45,HOME APPLIANCES,0,1.0
2017-06-28,45,HOME CARE,15,513.0
2017-06-28,45,LADIESWEAR,0,9.0
2017-06-28,45,LAWN AND GARDEN,11,40.0
2017-06-28,45,LINGERIE,0,9.0
2017-06-28,45,"LIQUOR,WINE,BEER",1,121.0
2017-06-28,45,MAGAZINES,0,9.0
2017-06-28,45,MEATS,0,777.2
2017-06-28,45,PERSONAL CARE,9,479.0
2017-06-28,45,PET SUPPLIES,1,21.0
2017-06-28,45,PLAYERS AND ELECTRONICS,0,24.0
2017-06-28,45,POULTRY,0,969.397
2017-06-28,45,PREPARED FOODS,0,256.61798
2017-06-28,45,PRODUCE,232,7684.575
2017-06-28,45,SCHOOL AND OFFICE SUPPLIES,0,3.0
2017-06-28,45,SEAFOOD,0,71.676
2017-06-28,46,AUTOMOTIVE,2,7.0
2017-06-28,46,BABY CARE,0,0.0
2017-06-28,46,BEAUTY,1,12.0
2017-06-28,46,BEVERAGES,34,3833.0
2017-06-28,46,BOOKS,0,0.0
2017-06-28,46,BREAD/BAKERY,5,836.0
2017-06-28,46,CELEBRATION,0,17.0
2017-06-28,46,CLEANING,59,3005.0
2017-06-28,46,DAIRY,28,1202.0
2017-06-28,46,DELI,1,517.729
2017-06-28,46,EGGS,0,91.0
2017-06-28,46,FROZEN FOODS,0,132.0
2017-06-28,46,GROCERY I,74,6630.0
2017-06-28,46,GROCERY II,1,32.0
2017-06-28,46,HARDWARE,0,3.0
2017-06-28,46,HOME AND KITCHEN I,5,30.0
2017-06-28,46,HOME AND KITCHEN II,1,21.0
2017-06-28,46,HOME APPLIANCES,0,0.0
2017-06-28,46,HOME CARE,14,478.0
2017-06-28,46,LADIESWEAR,0,19.0
2017-06-28,46,LAWN AND GARDEN,8,26.0
2017-06-28,46,LINGERIE,0,11.0
2017-06-28,46,"LIQUOR,WINE,BEER",1,73.0
2017-06-28,46,MAGAZINES,0,7.0
2017-06-28,46,MEATS,0,925.43
2017-06-28,46,PERSONAL CARE,8,431.0
2017-06-28,46,PET SUPPLIES,1,33.0
2017-06-28,46,PLAYERS AND ELECTRONICS,0,32.0
2017-06-28,46,POULTRY,0,534.673
2017-06-28,46,PREPARED FOODS,0,114.684
2017-06-28,46,PRODUCE,211,3203.748
2017-06-28,46,SCHOOL AND OFFICE SUPPLIES,0,4.0
2017-06-28,46,SEAFOOD,0,34.023
2017-06-28,47,AUTOMOTIVE,2,10.0
2017-06-28,47,BABY CARE,0,0.0
2017-06-28,47,BEAUTY,1,14.0
2017-06-28,47,BEVERAGES,34,6383.0
2017-06-28,47,BOOKS,0,0.0
2017-06-28,47,BREAD/BAKERY,6,1077.637
2017-06-28,47,CELEBRATION,0,27.0
2017-06-28,47,CLEANING,54,2247.0
2017-06-28,47,DAIRY,34,2089.0
2017-06-28,47,DELI,2,528.327
2017-06-28,47,EGGS,0,332.0
2017-06-28,47,FROZEN FOODS,1,188.629
2017-06-28,47,GROCERY I,75,8982.0
2017-06-28,47,GROCERY II,0,51.0
2017-06-28,47,HARDWARE,0,1.0
2017-06-28,47,HOME AND KITCHEN I,4,25.0
2017-06-28,47,HOME AND KITCHEN II,2,60.0
2017-06-28,47,HOME APPLIANCES,0,5.0
2017-06-28,47,HOME CARE,16,574.0
2017-06-28,47,LADIESWEAR,0,21.0
2017-06-28,47,LAWN AND GARDEN,8,43.0
2017-06-28,47,LINGERIE,0,0.0
2017-06-28,47,"LIQUOR,WINE,BEER",1,125.0
2017-06-28,47,MAGAZINES,0,9.0
2017-06-28,47,MEATS,0,719.149
2017-06-28,47,PERSONAL CARE,8,504.0
2017-06-28,47,PET SUPPLIES,0,30.0
2017-06-28,47,PLAYERS AND ELECTRONICS,0,20.0
2017-06-28,47,POULTRY,1,953.201
2017-06-28,47,PREPARED FOODS,0,193.77701
2017-06-28,47,PRODUCE,227,7091.27
2017-06-28,47,SCHOOL AND OFFICE SUPPLIES,0,1.0
2017-06-28,47,SEAFOOD,0,48.404
2017-06-28,48,AUTOMOTIVE,2,10.0
2017-06-28,48,BABY CARE,0,0.0
2017-06-28,48,BEAUTY,1,17.0
2017-06-28,48,BEVERAGES,32,2746.0
2017-06-28,48,BOOKS,0,0.0
2017-06-28,48,BREAD/BAKERY,7,665.0
2017-06-28,48,CELEBRATION,0,16.0
2017-06-28,48,CLEANING,57,1755.0
2017-06-28,48,DAIRY,34,1017.0
2017-06-28,48,DELI,1,427.879
2017-06-28,48,EGGS,1,74.0
2017-06-28,48,FROZEN FOODS,2,116.329
2017-06-28,48,GROCERY I,74,5225.0
2017-06-28,48,GROCERY II,0,44.0
2017-06-28,48,HARDWARE,0,0.0
2017-06-28,48,HOME AND KITCHEN I,3,26.0
2017-06-28,48,HOME AND KITCHEN II,1,19.0
2017-06-28,48,HOME APPLIANCES,0,0.0
2017-06-28,48,HOME CARE,15,357.0
2017-06-28,48,LADIESWEAR,0,7.0
2017-06-28,48,LAWN AND GARDEN,4,8.0
2017-06-28,48,LINGERIE,0,1.0
2017-06-28,48,"LIQUOR,WINE,BEER",1,67.0
2017-06-28,48,MAGAZINES,0,2.0
2017-06-28,48,MEATS,1,576.53
2017-06-28,48,PERSONAL CARE,6,376.0
2017-06-28,48,PET SUPPLIES,0,22.0
2017-06-28,48,PLAYERS AND ELECTRONICS,0,15.0
2017-06-28,48,POULTRY,0,509.888
2017-06-28,48,PREPARED FOODS,0,85.454
2017-06-28,48,PRODUCE,188,1968.869
2017-06-28,48,SCHOOL AND OFFICE SUPPLIES,0,7.0
2017-06-28,48,SEAFOOD,0,11.883
2017-06-28,49,AUTOMOTIVE,3,9.0
2017-06-28,49,BABY CARE,0,0.0
2017-06-28,49,BEAUTY,1,7.0
2017-06-28,49,BEVERAGES,33,6173.0
2017-06-28,49,BOOKS,0,0.0
2017-06-28,49,BREAD/BAKERY,6,1666.474
2017-06-28,49,CELEBRATION,0,22.0
2017-06-28,49,CLEANING,58,2012.0
2017-06-28,49,DAIRY,30,2147.0
2017-06-28,49,DELI,1,347.626
2017-06-28,49,EGGS,0,460.0
2017-06-28,49,FROZEN FOODS,0,362.679
2017-06-28,49,GROCERY I,68,7791.0
2017-06-28,49,GROCERY II,1,77.0
2017-06-28,49,HARDWARE,0,2.0
2017-06-28,49,HOME AND KITCHEN I,8,57.0
2017-06-28,49,HOME AND KITCHEN II,2,53.0
2017-06-28,49,HOME APPLIANCES,0,6.0
2017-06-28,49,HOME CARE,14,375.0
2017-06-28,49,LADIESWEAR,0,10.0
2017-06-28,49,LAWN AND GARDEN,10,36.0
2017-06-28,49,LINGERIE,0,1.0
2017-06-28,49,"LIQUOR,WINE,BEER",2,158.0
2017-06-28,49,MAGAZINES,0,9.0
2017-06-28,49,MEATS,1,721.99
2017-06-28,49,PERSONAL CARE,9,385.0
2017-06-28,49,PET SUPPLIES,0,23.0
2017-06-28,49,PLAYERS AND ELECTRONICS,2,28.0
2017-06-28,49,POULTRY,0,1056.044
2017-06-28,49,PREPARED FOODS,0,239.766
2017-06-28,49,PRODUCE,252,11089.586
2017-06-28,49,SCHOOL AND OFFICE SUPPLIES,0,3.0
2017-06-28,49,SEAFOOD,0,69.903
2017-06-28,5,AUTOMOTIVE,0,6.0
2017-06-28,5,BABY CARE,0,1.0
2017-06-28,5,BEAUTY,1,8.0
2017-06-28,5,BEVERAGES,24,1454.0
2017-06-28,5,BOOKS,0,0.0
2017-06-28,5,BREAD/BAKERY,5,304.141
2017-06-28,5,CELEBRATION,0,7.0
2017-06-28,5,CLEANING,47,973.0
2017-06-28,5,DAIRY,26,554.0
2017-06-28,5,DELI,1,183.888
2017-06-28,5,EGGS,0,87.0
2017-06-28,5,FROZEN FOODS,0,90.604996
2017-06-28,5,GROCERY I,49,2698.0
2017-06-28,5,GROCERY II,0,10.0
2017-06-28,5,HARDWARE,0,2.0
2017-06-28,5,HOME AND KITCHEN I,3,37.0
2017-06-28,5,HOME AND KITCHEN II,1,19.0
2017-06-28,5,HOME APPLIANCES,0,3.0
2017-06-28,5,HOME CARE,14,243.0
2017-06-28,5,LADIESWEAR,0,9.0
2017-06-28,5,LAWN AND GARDEN,4,8.0
2017-06-28,5,LINGERIE,0,7.0
2017-06-28,5,"LIQUOR,WINE,BEER",1,45.0
2017-06-28,5,MAGAZINES,0,3.0
2017-06-28,5,MEATS,0,229.289
2017-06-28,5,PERSONAL CARE,6,168.0
2017-06-28,5,PET SUPPLIES,0,6.0
2017-06-28,5,PLAYERS AND ELECTRONICS,0,9.0
2017-06-28,5,POULTRY,0,202.267
2017-06-28,5,PREPARED FOODS,0,57.461998
2017-06-28,5,PRODUCE,174,2036.717
2017-06-28,5,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-06-28,5,SEAFOOD,0,8.094
2017-06-28,50,AUTOMOTIVE,0,0.0
2017-06-28,50,BABY CARE,0,0.0
2017-06-28,50,BEAUTY,1,8.0
2017-06-28,50,BEVERAGES,32,3201.0
2017-06-28,50,BOOKS,0,0.0
2017-06-28,50,BREAD/BAKERY,6,579.833
2017-06-28,50,CELEBRATION,0,47.0
2017-06-28,50,CLEANING,52,1343.0
2017-06-28,50,DAIRY,30,970.0
2017-06-28,50,DELI,4,392.52
2017-06-28,50,EGGS,1,81.0
2017-06-28,50,FROZEN FOODS,2,99.101
2017-06-28,50,GROCERY I,84,5493.0
2017-06-28,50,GROCERY II,1,62.0
2017-06-28,50,HARDWARE,0,2.0
2017-06-28,50,HOME AND KITCHEN I,4,28.0
2017-06-28,50,HOME AND KITCHEN II,2,17.0
2017-06-28,50,HOME APPLIANCES,0,0.0
2017-06-28,50,HOME CARE,14,359.0
2017-06-28,50,LADIESWEAR,0,19.0
2017-06-28,50,LAWN AND GARDEN,1,6.0
2017-06-28,50,LINGERIE,0,4.0
2017-06-28,50,"LIQUOR,WINE,BEER",2,102.0
2017-06-28,50,MAGAZINES,0,8.0
2017-06-28,50,MEATS,2,553.033
2017-06-28,50,PERSONAL CARE,7,345.0
2017-06-28,50,PET SUPPLIES,0,13.0
2017-06-28,50,PLAYERS AND ELECTRONICS,1,14.0
2017-06-28,50,POULTRY,0,274.179
2017-06-28,50,PREPARED FOODS,0,57.818
2017-06-28,50,PRODUCE,226,2492.028
2017-06-28,50,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-06-28,50,SEAFOOD,0,12.392
2017-06-28,51,AUTOMOTIVE,3,12.0
2017-06-28,51,BABY CARE,0,0.0
2017-06-28,51,BEAUTY,1,5.0
2017-06-28,51,BEVERAGES,31,4532.0
2017-06-28,51,BOOKS,0,0.0
2017-06-28,51,BREAD/BAKERY,6,761.96
2017-06-28,51,CELEBRATION,0,7.0
2017-06-28,51,CLEANING,51,1569.0
2017-06-28,51,DAIRY,27,1652.0
2017-06-28,51,DELI,1,173.923
2017-06-28,51,EGGS,0,319.0
2017-06-28,51,FROZEN FOODS,1,170.095
2017-06-28,51,GROCERY I,63,5001.0
2017-06-28,51,GROCERY II,0,27.0
2017-06-28,51,HARDWARE,0,1.0
2017-06-28,51,HOME AND KITCHEN I,7,64.0
2017-06-28,51,HOME AND KITCHEN II,1,27.0
2017-06-28,51,HOME APPLIANCES,0,2.0
2017-06-28,51,HOME CARE,12,348.0
2017-06-28,51,LADIESWEAR,0,1.0
2017-06-28,51,LAWN AND GARDEN,7,43.0
2017-06-28,51,LINGERIE,0,1.0
2017-06-28,51,"LIQUOR,WINE,BEER",1,114.0
2017-06-28,51,MAGAZINES,0,10.0
2017-06-28,51,MEATS,1,629.01
2017-06-28,51,PERSONAL CARE,7,277.0
2017-06-28,51,PET SUPPLIES,0,15.0
2017-06-28,51,PLAYERS AND ELECTRONICS,0,32.0
2017-06-28,51,POULTRY,0,650.412
2017-06-28,51,PREPARED FOODS,0,107.729996
2017-06-28,51,PRODUCE,220,7956.276
2017-06-28,51,SCHOOL AND OFFICE SUPPLIES,0,13.0
2017-06-28,51,SEAFOOD,0,51.993
2017-06-28,52,AUTOMOTIVE,4,14.0
2017-06-28,52,BABY CARE,0,0.0
2017-06-28,52,BEAUTY,0,6.0
2017-06-28,52,BEVERAGES,33,3982.0
2017-06-28,52,BOOKS,0,0.0
2017-06-28,52,BREAD/BAKERY,7,724.89
2017-06-28,52,CELEBRATION,0,0.0
2017-06-28,52,CLEANING,53,1564.0
2017-06-28,52,DAIRY,27,1227.0
2017-06-28,52,DELI,1,307.125
2017-06-28,52,EGGS,0,183.0
2017-06-28,52,FROZEN FOODS,2,392.012
2017-06-28,52,GROCERY I,63,5190.0
2017-06-28,52,GROCERY II,0,26.0
2017-06-28,52,HARDWARE,0,0.0
2017-06-28,52,HOME AND KITCHEN I,6,52.0
2017-06-28,52,HOME AND KITCHEN II,1,49.0
2017-06-28,52,HOME APPLIANCES,0,2.0
2017-06-28,52,HOME CARE,14,305.0
2017-06-28,52,LADIESWEAR,0,6.0
2017-06-28,52,LAWN AND GARDEN,11,67.0
2017-06-28,52,LINGERIE,0,8.0
2017-06-28,52,"LIQUOR,WINE,BEER",2,163.0
2017-06-28,52,MAGAZINES,0,6.0
2017-06-28,52,MEATS,0,416.866
2017-06-28,52,PERSONAL CARE,8,329.0
2017-06-28,52,PET SUPPLIES,0,8.0
2017-06-28,52,PLAYERS AND ELECTRONICS,0,18.0
2017-06-28,52,POULTRY,1,467.293
2017-06-28,52,PREPARED FOODS,0,143.406
2017-06-28,52,PRODUCE,203,7631.761
2017-06-28,52,SCHOOL AND OFFICE SUPPLIES,0,4.0
2017-06-28,52,SEAFOOD,0,8.468
2017-06-28,53,AUTOMOTIVE,0,8.0
2017-06-28,53,BABY CARE,0,0.0
2017-06-28,53,BEAUTY,1,3.0
2017-06-28,53,BEVERAGES,29,1694.0
2017-06-28,53,BOOKS,0,0.0
2017-06-28,53,BREAD/BAKERY,5,468.897
2017-06-28,53,CELEBRATION,0,5.0
2017-06-28,53,CLEANING,55,1069.0
2017-06-28,53,DAIRY,24,478.0
2017-06-28,53,DELI,1,177.5
2017-06-28,53,EGGS,0,85.0
2017-06-28,53,FROZEN FOODS,1,102.4
2017-06-28,53,GROCERY I,49,2824.0
2017-06-28,53,GROCERY II,1,22.0
2017-06-28,53,HARDWARE,0,0.0
2017-06-28,53,HOME AND KITCHEN I,4,34.0
2017-06-28,53,HOME AND KITCHEN II,0,16.0
2017-06-28,53,HOME APPLIANCES,0,0.0
2017-06-28,53,HOME CARE,12,162.0
2017-06-28,53,LADIESWEAR,0,5.0
2017-06-28,53,LAWN AND GARDEN,3,20.0
2017-06-28,53,LINGERIE,0,2.0
2017-06-28,53,"LIQUOR,WINE,BEER",0,56.0
2017-06-28,53,MAGAZINES,0,5.0
2017-06-28,53,MEATS,0,287.068
2017-06-28,53,PERSONAL CARE,8,208.0
2017-06-28,53,PET SUPPLIES,0,1.0
2017-06-28,53,PLAYERS AND ELECTRONICS,0,6.0
2017-06-28,53,POULTRY,0,199.65001
2017-06-28,53,PREPARED FOODS,0,65.039
2017-06-28,53,PRODUCE,166,2857.725
2017-06-28,53,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-06-28,53,SEAFOOD,0,1.0
2017-06-28,54,AUTOMOTIVE,0,3.0
2017-06-28,54,BABY CARE,0,0.0
2017-06-28,54,BEAUTY,1,1.0
2017-06-28,54,BEVERAGES,27,2221.0
2017-06-28,54,BOOKS,0,0.0
2017-06-28,54,BREAD/BAKERY,5,199.0
2017-06-28,54,CELEBRATION,0,0.0
2017-06-28,54,CLEANING,35,693.0
2017-06-28,54,DAIRY,59,224.0
2017-06-28,54,DELI,0,155.0
2017-06-28,54,EGGS,0,75.0
2017-06-28,54,FROZEN FOODS,0,21.0
2017-06-28,54,GROCERY I,67,2248.0
2017-06-28,54,GROCERY II,0,3.0
2017-06-28,54,HARDWARE,0,0.0
2017-06-28,54,HOME AND KITCHEN I,3,24.0
2017-06-28,54,HOME AND KITCHEN II,0,13.0
2017-06-28,54,HOME APPLIANCES,0,0.0
2017-06-28,54,HOME CARE,18,179.0
2017-06-28,54,LADIESWEAR,0,0.0
